,Urine_Complaints,Rodent_Complaints,Graffiti_Complaints,Air_Quality_Complaints,Party_Bar_Complaints,Price_per_sqft,Total_Trees,Share_of_Good,Incident_Zip,Niceness_rescaled,cluster
13,0.0925925925926,0.236755330842,0.0624852071006,0.112464183381,0.118174061433,0.317211411298,0.0565336094897,0.762400687388,10030.0,0.507239474122,14
14,0.351851851852,0.488019344911,0.211834319527,0.202005730659,0.205631399317,0.328074815794,0.11033703634,0.689854707193,10031.0,0.3100042295,7
15,0.351851851852,0.35348428226,0.243550295858,0.262893982808,0.297354948805,0.2839599471,0.0922613443796,0.554428962796,10032.0,0.24268431891,7
16,0.259259259259,0.29830732029,0.190532544379,0.214183381089,0.316552901024,0.267820031848,0.0819054791941,0.528325763102,10033.0,0.264336241384,7
17,0.444444444444,0.266652011431,0.166863905325,0.211318051576,0.628626279863,0.265984723759,0.0656185275843,0.464917064261,10034.0,0.199192476876,7
18,1.0,0.234337216971,0.119526627219,0.155444126074,0.0341296928328,0.4197997355,0.0827057051403,0.670505039142,10035.0,0.33262652935,10
19,0.333333333333,0.0855132996263,0.0466272189349,0.196275071633,0.0588737201365,0.695352352163,0.011485595933,0.53379176488,10038.0,0.594247901662,1
20,0.0925925925926,0.100901296988,0.0376331360947,0.054441260745,0.00639931740614,0.318533912715,0.0310675955564,0.863249357815,10039.0,0.617399591794,0
21,0.481481481481,0.11628929435,0.0456804733728,0.309455587393,0.0584470989761,0.898639712828,0.0809169647901,0.447963383312,10065.0,0.650607938084,1
22,0.037037037037,0.0,0.0,0.0,0.00042662116041,0.953051199698,0.0,0.0980714957667,10069.0,0.585651762318,5
23,0.425925925926,0.0901296988349,0.0355029585799,0.196275071633,0.0654863481229,0.789155488381,0.0357277348899,0.614044663793,10075.0,0.69000501169,1
24,0.481481481481,0.362057595076,0.119289940828,0.540114613181,0.127773037543,0.631399962214,0.0904726040294,0.604742079845,10128.0,0.475550560963,6
25,0.0185185185185,0.0,0.0,0.025787965616,0.00255972696246,0.620253164557,0.0137921295425,0.866701799008,10280.0,0.855714155912,12
26,0.203703703704,0.18729391075,0.0347928994083,0.110315186246,0.0558873720137,0.0881352730021,0.266757672755,0.791719300442,10301.0,0.474654725949,16
27,0.166666666667,0.126621235436,0.0395266272189,0.0436962750716,0.0486348122867,0.0624409597582,0.102852570137,0.935721047659,10302.0,0.510719071145,0
28,0.111111111111,0.168828313915,0.04,0.0372492836676,0.0106655290102,0.0410920083129,0.13923931463,0.640020331494,10303.0,0.329618500358,9
29,0.148148148148,0.183117168608,0.0530177514793,0.0558739255014,0.0793515358362,0.075477045154,0.260779514216,0.816892296303,10304.0,0.488874539815,16
30,0.148148148148,0.192130138492,0.0681656804734,0.0744985673352,0.0505546075085,0.0803891932741,0.307051402749,0.795743888598,10305.0,0.491001586989,16
31,0.259259259259,0.28951417894,0.0515976331361,0.0988538681948,0.0546075085324,0.0999433213678,0.58858971945,0.795024841158,10306.0,0.556895301243,13
32,0.111111111111,0.110134095406,0.0213017751479,0.0365329512894,0.0460750853242,0.0989042131117,0.315100734325,0.666288654607,10308.0,0.477269231097,16
33,0.037037037037,0.0921081556386,0.0227218934911,0.025787965616,0.0307167235495,0.0676365010391,0.564535868951,0.771521422191,10309.0,0.642760562411,16
34,0.185185185185,0.127280721038,0.025798816568,0.0458452722063,0.107935153584,0.0798224069526,0.159197891169,0.958606300493,10310.0,0.556084831429,0
35,0.148148148148,0.211255220928,0.0352662721893,0.0651862464183,0.0247440273038,0.0782165123748,1.0,0.696353848313,10312.0,0.705650634333,13
36,0.111111111111,0.301384919763,0.072899408284,0.164040114613,0.0157849829352,0.0768940109579,0.763415552627,0.769888266982,10314.0,0.618385371731,13
37,0.314814814815,0.584304242691,0.230532544379,0.10100286533,0.026023890785,0.0539526598472,0.171436640934,0.757498242076,10456.0,0.176036873278,18
38,0.425925925926,0.53198505166,0.357159763314,0.128223495702,0.0490614334471,0.0436965264095,0.178874035022,0.513053642987,10457.0,0.0,2
39,0.0925925925926,0.357221367333,0.340118343195,0.0472779369628,0.0238907849829,0.0359909314189,0.131707776313,0.814397833403,10459.0,0.296575004966,18
40,0.185185185185,0.345130797978,0.500118343195,0.154011461318,0.0460750853242,0.0,0.185275842591,0.86813140015,10462.0,0.282998576522,18
41,0.0555555555556,0.0679270169268,0.0792899408284,0.0293696275072,0.0279436860068,0.0482713017193,0.0570984748635,0.78043939367,10470.0,0.428693600706,0
42,0.0555555555556,0.0129698834909,0.0260355029586,0.00358166189112,0.0181313993174,0.209333081428,0.183251741668,0.814589271642,11004.0,0.628429344979,0
43,0.314814814815,0.0674873598593,0.10674556213,0.123925501433,0.171715017065,0.26213867372,0.0727734889851,0.726052424631,11102.0,0.473375946428,14
44,0.351851851852,0.16443174324,0.112426035503,0.0967048710602,0.532849829352,0.241073115435,0.100687252871,0.805578987994,11103.0,0.472299420621,7
45,0.296296296296,0.0701253022642,0.0558579881657,0.0773638968481,0.100682593857,0.227753636879,0.0707493880625,0.657908935223,11104.0,0.423995458861,14
46,0.314814814815,0.100241811387,0.154082840237,0.151862464183,0.15614334471,0.206971471755,0.171719073621,0.779051097356,11105.0,0.489045675309,14
47,0.537037037037,0.184216311277,0.119289940828,0.543696275072,0.12478668942,0.528244851691,0.199821125965,0.617709367243,11201.0,0.525082083527,1
48,0.296296296296,0.412618157837,0.100591715976,0.10888252149,0.184940273038,0.0775552616664,0.22646394276,0.937363359041,11203.0,0.417905848529,18
49,0.296296296296,0.149043745878,0.191715976331,0.11676217765,0.0330631399317,0.199508785188,0.209423837319,0.888904183347,11204.0,0.542088978232,14
50,0.259259259259,0.270828753572,0.244970414201,0.328080229226,0.282636518771,0.263177781976,0.113537940124,0.827973654236,11205.0,0.453635574833,7
51,0.37037037037,0.411079358101,0.470295857988,0.325931232092,0.423634812287,0.132627999244,0.176002636038,0.714679153843,11206.0,0.209521676339,7
52,0.5,0.648933831611,0.323076923077,0.243553008596,0.123506825939,0.090780275836,0.385096968556,0.717497906235,11207.0,0.178194371196,2
53,0.537037037037,0.470652890745,0.296568047337,0.181948424069,0.0782849829352,0.080578122048,0.366409339108,0.771650607712,11208.0,0.266082410496,2
54,0.296296296296,0.215651791603,0.121420118343,0.0909742120344,0.0569539249147,0.153410164368,0.238326115609,0.818067882804,11210.0,0.471077781493,4
55,0.888888888889,0.367553308419,0.682130177515,0.5,0.736988054608,0.453941863917,0.181415929204,0.834225915579,11211.0,0.347207995874,15
56,0.351851851852,0.402286216751,0.246627218935,0.0924068767908,0.0324232081911,0.0830341961081,0.183345885897,0.870972945746,11212.0,0.328144844943,18
57,0.333333333333,0.493515058255,0.169704142012,0.167621776504,0.0535409556314,0.160940325497,0.159386179627,0.754731839777,11213.0,0.278278169715,18
58,0.611111111111,0.236975159376,0.246390532544,0.223495702006,0.0767918088737,0.202909503117,0.190077198268,0.833844030874,11214.0,0.394643209519,4
59,0.740740740741,0.359419652671,0.301775147929,0.507163323782,0.252133105802,0.468732287927,0.284221427227,0.765595530367,11215.0,0.464694271556,10
60,0.574074074074,0.730270389097,0.277159763314,0.264326647564,0.282849829352,0.319964373431,0.156185275843,0.748545702383,11216.0,0.204538683819,2
61,0.592592592593,0.370411079358,0.166390532544,0.291547277937,0.537329351536,0.497773339451,0.143240444361,0.659431079697,11217.0,0.414460126376,15
62,0.5,0.20553967905,0.265562130178,0.115329512894,0.0383959044369,0.192464440906,0.195349275089,0.825477275607,11219.0,0.416374136148,4
63,0.5,1.0,0.37775147929,0.243553008596,0.14590443686,0.163099511484,0.227546601393,0.779013391667,11221.0,0.0444393327029,2
64,0.685185185185,0.260496812486,0.467692307692,0.473495702006,0.256399317406,0.485681897924,0.163387309358,0.768509553975,11222.0,0.445821569303,10
65,0.185185185185,0.188393053418,0.225088757396,0.186962750716,0.152730375427,0.232382391838,0.265157220862,0.73590608464,11223.0,0.492236954477,14
66,0.185185185185,0.103978896461,0.0501775147929,0.0809455587393,0.0130119453925,0.147175514831,0.078845791753,0.444687736401,11224.0,0.261167744801,11
67,0.388888888889,0.354583424929,0.161420118343,0.118194842407,0.182593856655,0.218914469245,0.12610619469,0.806492520813,11225.0,0.376685823764,18
68,0.648148148148,0.507584084414,0.215857988166,0.214183381089,0.348336177474,0.175892688456,0.169177179439,0.824522119428,11226.0,0.255274818966,2
69,0.0740740740741,0.0786986150802,0.0899408284024,0.0830945558739,0.0275170648464,0.227942565653,0.165270193937,0.823276325421,11228.0,0.594919972762,0
70,0.37037037037,0.153660145087,0.158816568047,0.452722063037,0.106015358362,0.480162478746,0.159197891169,0.663652674845,11231.0,0.545150962929,1
71,0.185185185185,0.0699054737305,0.282130177515,0.111031518625,0.0740187713311,0.288305308899,0.0887309357936,0.794483882456,11232.0,0.526270754897,14
72,0.611111111111,0.683446911409,0.216568047337,0.14899713467,0.0772184300341,0.182316266767,0.210741856524,0.865557351448,11233.0,0.237339907029,2
73,0.333333333333,0.248626071664,0.123313609467,0.379656160458,0.201151877133,0.143113546193,0.504895499906,0.844662399137,11234.0,0.566276675041,4
74,0.407407407407,0.28775555067,0.189585798817,0.310171919771,0.119667235495,0.220668807859,0.218932404444,0.475714359216,11235.0,0.234143372877,7
75,0.425925925926,0.407122444493,0.320236686391,0.210601719198,0.337244027304,0.295349653181,0.124929391828,0.489092878924,11237.0,0.17194857421,7
76,0.611111111111,0.576390415476,0.28449704142,0.421203438395,0.588523890785,0.415292434752,0.170918847675,0.755746160472,11238.0,0.324334682466,15
77,0.12962962963,0.0743020444054,0.237396449704,0.214183381089,0.316766211604,0.531888478044,0.0767275466014,0.959246570534,11249.0,0.784148285739,19
78,0.222222222222,0.0657287315894,0.112899408284,0.159025787966,0.0236774744027,0.22095220102,0.256637168142,0.727821871621,11354.0,0.541097521072,14
79,0.240740740741,0.105297867663,0.127810650888,0.184813753582,0.0183447098976,0.212828263745,0.229758990774,0.791115958391,11355.0,0.540935128546,14
80,0.0555555555556,0.0441855352825,0.147218934911,0.492836676218,0.0273037542662,0.168146608729,0.133402372435,0.657782544247,11356.0,0.453396882875,9
81,0.148148148148,0.0604528467795,0.0776331360947,0.0666189111748,0.0258105802048,0.195068959002,0.308887215214,0.914403305,11358.0,0.682051695785,16
82,0.0740740740741,0.0496812486261,0.0530177514793,0.0386819484241,0.0253839590444,0.220574343473,0.274242138957,0.785849196796,11361.0,0.630536386723,16
83,0.0925925925926,0.0127500549571,0.0175147928994,0.0308022922636,0.0183447098976,0.218307198186,0.195396347204,0.8763975292,11362.0,0.670039968128,0
84,0.0185185185185,0.00307759947241,0.00497041420118,0.0114613180516,0.00831911262799,0.241356508596,0.123328939936,0.594292204581,11363.0,0.507368127705,9
85,0.0555555555556,0.0314354803253,0.0407100591716,0.0265042979943,0.00106655290102,0.223691668241,0.311570325739,0.789265973991,11364.0,0.662773184942,16
86,0.0925925925926,0.0472631347549,0.0508875739645,0.0358166189112,0.00191979522184,0.20253164557,0.330257955187,0.81202960012,11365.0,0.655454246129,16
87,0.111111111111,0.0659485601231,0.0205917159763,0.0386819484241,0.0168515358362,0.167107500472,0.231359442666,0.877307763851,11367.0,0.628753558398,0
88,0.907407407407,0.211914706529,0.533964497041,0.145415472779,0.104735494881,0.199603249575,0.188853323291,0.733887424917,11368.0,0.225857017724,10
89,0.37037037037,0.0852934710925,0.0778698224852,0.0372492836676,0.0443686006826,0.122047987909,0.142110713613,0.815753752795,11369.0,0.458455141803,14
90,0.148148148148,0.0613321609145,0.0674556213018,0.00859598853868,0.000853242320819,0.182599659928,0.137026925249,0.745798634116,11370.0,0.506773725622,0
91,0.277777777778,0.150362717081,0.181538461538,0.11676217765,0.348976109215,0.167957679955,0.143240444361,0.726107263031,11372.0,0.404553283014,7
92,0.111111111111,0.0976038689822,0.0421301775148,0.111031518625,0.0211177474403,0.194029850746,0.131660704199,0.715667946849,11374.0,0.491408162913,9
93,0.407407407407,0.11628929435,0.0468639053254,0.5888252149,0.109428327645,0.238333648215,0.312088118998,0.789871686537,11375.0,0.566819870748,4
94,0.62962962963,0.268410639701,0.29775147929,0.191260744986,0.228029010239,0.181088229737,0.249340990397,0.777884586454,11377.0,0.345250467361,10
95,0.203703703704,0.145306660805,0.123076923077,0.0766475644699,0.0597269624573,0.161061779709,0.173460741857,0.711696347143,11378.0,0.432319255344,14
96,0.037037037037,0.117388437019,0.0421301775148,0.0637535816619,0.00661262798635,0.172869828075,0.214413481454,0.81858283305,11379.0,0.580246883282,0
97,0.814814814815,0.537041107936,0.169940828402,0.280802292264,0.224189419795,0.141224258455,0.477781961966,0.573695632564,11385.0,0.17169057421,2
98,0.0925925925926,0.0540778193009,0.0156213017751,0.159742120344,0.00533276450512,0.103721896845,0.1388156656,0.796762820148,11411.0,0.515100513904,0
99,0.148148148148,0.24488898659,0.0466272189349,0.0379656160458,0.0258105802048,0.0720763272246,0.204104688383,1.0,11412.0,0.550448266279,0
100,0.166666666667,0.146625632007,0.0385798816568,0.0379656160458,0.00661262798635,0.0838843755904,0.3299755225,0.79443144254,11413.0,0.521821098818,16
101,0.0185185185185,0.0899098703012,0.010650887574,0.0157593123209,0.10366894198,0.100699036463,0.200950856712,0.72690282248,11414.0,0.497743212716,9
102,0.0925925925926,0.0353923939327,0.0255621301775,0.0343839541547,0.110494880546,0.142641224258,0.073150065901,0.564882396985,11415.0,0.378875289543,9
103,0.166666666667,0.0870520993625,0.0676923076923,0.0379656160458,0.0430887372014,0.0970149253731,0.0752212389381,0.796424661528,11416.0,0.447182298114,0
104,0.166666666667,0.12156517916,0.0534911242604,0.0537249283668,0.0644197952218,0.113735121859,0.15773865562,0.870281865625,11417.0,0.523385178221,0
105,0.185185185185,0.120685865025,0.157396449704,0.0594555873926,0.136732081911,0.105138862649,0.145829410657,0.847406974325,11418.0,0.475721793166,14
106,0.481481481481,0.136293690921,0.047573964497,0.0565902578797,0.0757252559727,0.0989986774986,0.118292223687,0.649731442906,11419.0,0.29930910905,4
107,0.37037037037,0.161573972302,0.0430769230769,0.0809455587393,0.0514078498294,0.108728509352,0.239502918471,0.815627939793,11420.0,0.465773410369,4
108,0.296296296296,0.094306440976,0.0986982248521,0.0286532951289,0.0804180887372,0.0986208199509,0.12252871399,0.857628909113,11421.0,0.468710113507,14
109,0.0740740740741,0.0740822158716,0.025798816568,0.0114613180516,0.019837883959,0.0965426034385,0.280832234984,0.824544948284,11422.0,0.577782671926,16
110,0.148148148148,0.0899098703012,0.0456804733728,0.0236389684814,0.0714590443686,0.108256187417,0.15510261721,0.897942845522,11423.0,0.55349463984,0
111,0.037037037037,0.0439657067487,0.0201183431953,0.012893982808,0.0121587030717,0.145380691479,0.222839389945,0.714576792102,11426.0,0.538593014089,9
112,0.037037037037,0.0353923939327,0.0347928994083,0.0136103151862,0.000213310580205,0.136501039108,0.189700621352,0.60338515394,11427.0,0.453995117304,9
113,0.111111111111,0.0375906792702,0.0482840236686,0.00859598853868,0.0115187713311,0.112601549216,0.117821502542,0.585209929328,11428.0,0.381782104799,9
114,0.166666666667,0.096065069246,0.032899408284,0.0143266475645,0.00213310580205,0.0859625921028,0.123281867822,0.81661009117,11429.0,0.47517165354,0
115,0.314814814815,0.181138711805,0.214201183432,0.0644699140401,0.0776450511945,0.16011713584,0.306109960459,0.827726883583,11432.0,0.499487049738,4
116,0.592592592593,0.261815783689,0.0873372781065,0.0558739255014,0.0780716723549,0.0904024182883,0.160845415176,0.819110510761,11433.0,0.33233593813,4
117,0.0555555555556,0.27654429545,0.0262721893491,0.0730659025788,0.0761518771331,0.0892688456452,0.363443795895,0.87947373974,11434.0,0.562082738542,16
118,0.5,0.189712024621,0.129230769231,0.0687679083095,0.0693259385666,0.106839221613,0.19935040482,0.811498198063,11435.0,0.391869006709,4
119,0.0925925925926,0.113651351945,0.00402366863905,0.0171919770774,0.000853242320819,0.103438503684,0.101816983619,0.916734981857,11436.0,0.550518184162,0
120,0.203703703704,0.168168828314,0.0489940828402,0.0372492836676,0.0042662116041,0.0723597203854,0.247128601017,0.526059746595,11691.0,0.30316934631,9
121,0.037037037037,0.0494614200923,0.00331360946746,0.0,0.0,0.0571509540903,0.0824232724534,0.315350131718,11692.0,0.191959341251,11
122,0.037037037037,0.0391294790064,0.00307692307692,0.0179083094556,0.0439419795222,0.0915359909314,0.0424119751459,0.122194050254,11693.0,0.0851324015593,11
123,0.148148148148,0.0461639920862,0.00994082840237,0.0623209169054,0.0529010238908,0.148025694313,0.144228958765,0.345617620157,11694.0,0.266955664097,11
124,0.0,0.0597933611783,0.00615384615385,0.00859598853868,0.0957764505119,0.0941809937654,0.244304274148,0.858332138638,10307.0,0.606416471863,0
125,0.0,0.163552429105,0.0231952662722,0.00931232091691,0.053114334471,0.132816928018,0.0435887780079,0.822742374891,10464.0,0.483345705766,0
126,0.0,0.0921081556386,0.061775147929,0.0759312320917,0.0189846416382,0.219440770829,0.419177179439,0.942533745968,11357.0,0.777575564245,16
127,0.0,0.018905253902,0.00970414201183,0.0150429799427,0.00575938566553,0.210561118458,0.132272641687,0.897993004701,11366.0,0.670717044021,0
